symbol,bid_liquidity,ask_liquidity,24h_quote_volume,relative_spread,liquidity_score
ENSTRY,55.54,62.798,7829765.691,0.00019210450485068243,0.07867520987351342
ALGOTRY,15301.1,19477.3,16449887.9544,0.0033167495854063787,0.637432159359788
OPBTC,15539.47,12187.95,2.50045731,0.0011210762331838459,9891334.093602356
OPUSDT,153899.59,111058.43,35889756.3101,0.0006077180188391916,12.147990589374755
OPEUR,12838.289999999999,4616.01,46868.12496,0.0024829298572315354,149.98934416513498
LEVERUSDT,19338861.0,17648060.0,2630085.890791,0.0006474587245062583,21720.317075775816
STORJTRY,14667.4,15313.5,9386072.616,0.0017767249037605915,1.7977966476170175
OPETH,16922.02,11923.300000000001,71.07659294,0.00183654729109279,220976.78138931375
ETCTRY,197.119,142.971,3846161.2409,0.001177717583323519,0.07508016458832284
FILETH,1312.92,974.26,104.72076794,0.0006275494195167342,34803.23341487049
STGBTC,373520.7,12139.4,0.9746612,0.0023391812865496855,169155900.27591288
STGUSDT,161265.1,162749.7,18865368.99216,0.0005074854097944125,33.84355554696035
ANKRTRY,164078.0,101298.0,5405291.3826,0.0023783232820862444,20.64294454964928
LUNCUSDT,154697876.39000002,97077570.45,9946498.03214242,0.00020576131687246086,123021.05401197591
GMXUSDT,928.923,1696.526,2441093.22917,0.000440237728373234,2.4430477837706
POLYXBTC,74544.3,115281.79999999999,1.20635373,0.007490636704119938,21006926.674815107
POLYXUSDT,239901.9,275696.2,6886267.6397,0.0004060913705583309,184.3756861743835
APTBTC,6446.03,4185.21,6.40807696,0.0011331444759207073,1464100.5965695789
APTUSDT,61285.96,62572.46,72763405.3873,0.0012292562999385108,1.3847458641289545
BTCPLN,0.11671,0.16444,5789482.76309,0.0005300412454425458,9.161965600043563e-05
ETHPLN,0.942,14.2736,1619540.7334,0.0011776251226692837,0.007977928598441842
APTEUR,709.98,510.99,47902.9834,0.001255492780916483,20.301503914263947
APTTRY,1281.39,1606.73,42027879.351,0.0003450060376055404,0.19918244625406428
OSMOUSDT,74111.65,36380.07,2510360.866043,0.0007089684509039878,62.08213853558328
HFTBTC,88411.5,37662.2,0.34232325,0.005479452054794585,67212642.5827043
HFTUSDT,163983.1,149443.8,1742439.63418,0.0005957700327672862,301.9255538787356
PHBUSDT,45956.6,52438.6,3910677.14,0.0007990411506193463,31.48856026503538
HOOKUSDT,110703.2,41422.0,5081905.15317,0.0008835223089383668,33.88106763318559
MAGICBTC,21245.7,16886.3,0.49847327,0.0021905805038334946,34921146.32345314
MAGICUSDT,56490.700000000004,106041.7,4741538.97101,0.00047472110135290285,72.20746316614331
HIFIUSDT,14586.0,35212.4,4392285.77451,0.00017517736708415343,64.72123650281948
RPLUSDT,6375.360000000001,3289.35,2317815.7104,0.0010368066355624455,4.0217230184325174
PROSUSDT,9366.0,8478.0,4093132.924,0.0006592682122842918,6.612630105731445
FETTRY,6109.5,10849.9,82819593.066,0.00047047753469779165,0.43524972009060575
APTETH,1969.17,215.2,62.12605044,0.0011154489682096912,31521.200706156185
BTCRON,0.10399,0.01634,426855.91963,0.0008814552826716909,0.0003198102090122816
GNSUSDT,5676.24,3505.2599999999998,2423159.54955,0.001403508771929826,2.6997061548072065
SYNUSDT,20878.2,27318.0,2634540.36662,0.0005450086293032373,33.56638426211101
VIBUSDT,165156.0,15046.0,4467163.79223,0.0015366884364194536,26.25076154672752
SSVUSDT,5384.5470000000005,6097.752,7343616.7629,0.0005270092226614789,2.9668844461720836
LQTYUSDT,35333.3,27151.0,9261540.4047,0.0012618296529968466,5.346714000715302
LQTYBTC,613.3,2147.7,34.8710208,0.0017457084666861454,45355.507153184895
AMBUSDT,5673724.0,5719261.0,2284043.87792,0.0016220600162206746,3075.149002345782
CFXTRY,20726.0,29029.0,3619198.613,0.005309373085562548,2.58929224026409
STXTRY,1260.2,1534.9,6603914.328,0.0003991219317500703,1.0604503181255374
USTCUSDT,1478522.0,1852897.0,3419801.4245,0.0005932957579353065,1641.9394074383133
GASUSDT,2994.9,4219.3,8910551.2798,0.00041554124246826916,1.9483611905538114
GLMUSDT,37428.9,71132.9,3785408.05179,0.0002818886539816462,101.73882979879274
PROMUSDT,74.27,229.09,51983829.41642,0.0009222053883144142,0.006327940564401971
QKCUSDT,184509.0,148039.0,2505479.668377,0.0011668611435239067,113.74813357979338
UFTUSDT,5204.0,66722.0,1331006.723,0.0003526714865104726,153.22700439876684
IDBTC,46771.0,31982.0,0.64418874,0.004608294930875532,26528562.110539474
IDUSDT,114759.0,62470.0,4311595.0194,0.0004997501249374761,82.25151652795769
ARBBTC,108972.7,73612.9,16.88719865,0.0013651877133105672,7919842.406780788
ARBUSDT,207893.8,212445.0,67032535.96147,0.0001479399363859753,42.38658254299544
ARBTUSD,40329.7,50568.7,73815.86199,0.0022204129968174924,554.590955245875
ARBTRY,11305.4,40350.8,75864008.853,0.0004151961801952071,1.6399602338581225
ARBEUR,11944.7,5446.6,67484.95881,0.0016622591613146805,155.03377584817446
IDTRY,10491.0,12892.0,8277266.7,0.0007015082427218371,4.026989549581713
SOLTUSD,86.601,86.21300000000001,147256.28368,0.0038964339159160725,0.3011880742802576
RDNTUSDT,1721144.0,1491320.0,3171921.855,0.002059732234809391,491.70545281294875
MAGICTRY,11740.8,11884.2,4108829.85,0.0019980019980019555,2.877781006190911
USDTPLN,16679.0,27183.0,9919271.715,0.00023738872403568758,18.627242030332695
ACHTRY,166262.0,186753.0,29034909.8102,0.0008142217397203609,14.932412694496145
XVSTRY,1766.24,711.0600000000001,13475402.474,0.0018001800180018,0.10212237835976937
EGLDRON,216.57,584.54,639371.938,0.004631161098246699,0.2705507195049053
USDTRON,14937.0,11761.0,2631842.19,0.0002031075454453811,49.945093022449086
USDTARS,642.0,5058.0,2704596237.1,8.185650554588991e-05,0.0257465602609024
DOGETUSD,20218.0,16587.0,121727.06478,0.0020042860887127365,150.85508711416836
WBTCUSDT,1.34773,2.33041,20622609.0596245,0.00015094410105575876,0.0011815946103301313
EDUUSDT,27061.0,25977.0,3114727.0403,0.0006109357499236788,27.87222289789001
EDUBTC,24351.0,5884.0,0.11657845,0.0018779342723004517,138105606.1390433
EDUTRY,6719.0,15690.0,6364766.81,0.002287021154945837,1.5394649234603053
SUIUSDT,127.9,13805.0,519031449.33417,2.2195341197830836e-05,1.2094447144903215
SUIBTC,13306.699999999999,10405.3,154.15993417,0.00040941658137161097,375691.39032015414
SUIBNB,429.9,925.1999999999999,485.5203226,0.0008949880668257651,3118.5067432232295
SUIEUR,633.9,402.4,1224766.54898,0.0006341728574016333,1.334211044957043
SUITRY,910.0,2748.9,135990184.332,0.001121635094715895,0.023987853522266955
AERGOUSDT,569912.0,543839.0,2280697.0417,0.0008691873098651803,561.8328528830051
PEPEUSDT,117898142604.0,100456508692.0,347400357.9659045,0.0006193868070608987,1014776.1118658792
FLOKIUSDT,142066025.0,88363961.0,49317596.32655712,6.662003264396207e-05,70134.58810811595
OGTRY,2764.4,4062.2200000000003,39241204.723,0.0012746972594008198,0.1364760187105407
PEPETRY,382227059.0,641853353.0,563985096.2894984,0.00017380120618028092,10447.53044946228
WBETHETH,192.25039999999998,286.108,1891.26464008,9.439750790578091e-05,2679.4186297408933
ASTUSDT,222536.0,175892.0,692565.6919,0.0022002200220021103,261.4705407991167
SNTUSDT,112754.0,109852.0,2690048.0855,0.0002454891371055879,337.08897096975386
FLOKITRY,33004218.0,111448548.0,115262358.412968,0.0001869683088715089,6703.017616414162
CITYTRY,5454.41,2766.7,4036803.551,0.0032520325203252497,0.6262359049832208
COMBOUSDT,32540.899999999998,11627.699999999999,1400221.96603,0.0005532503457814052,57.01577781011494
COMBOTRY,8079.400000000001,12149.300000000001,5555016.069,0.000776699029126335,4.688456509664856
LTCTRY,44.47,100.689,21519402.042,0.0005889281507656066,0.011453849020476421
RADTRY,2511.1,3047.9,113421360.697,0.0016380016380016446,0.02992178439003467
BTCARS,0.03315,0.0449,373219105.50564,0.0009024384393758386,2.317349048549828e-07
OPTRY,1522.19,1282.93,14112489.6072,0.00034141345169004994,0.5821932705485873
PAXGTRY,0.797,1.0704,18798773.593,0.001148389883633337,8.650047235093823e-05
MAVBTC,58653.0,64126.0,0.20834349,0.01129943502824848,52153976.58933382
MAVUSDT,189094.0,192324.0,2008600.1445,0.0006118078923219134,310.3792074828737
PENDLEBTC,6346.0,1441.1,3.34404951,0.0031512605042016504,738956.2841729647
PENDLEUSDT,35250.6,36196.4,26955916.1467,0.0002842928216062231,9.323178671884769
MAVTRY,28891.0,71381.0,3461418.98,0.0034364261168385673,8.429823771290271
ARBETH,47395.4,25512.9,83.00098143,0.00044732721986121823,1963669.6077804463
BCHTRY,18.4,17.009,4559012.592,0.003607773731322964,0.002152799470975099
XVGTRY,684470.0,801013.0,75458659.057,0.0005190760446406267,37.92517698118365
ARKMUSDT,188320.4,153148.9,25995663.2748,0.000816659861167915,16.08457354713024
ARKMTRY,3472.3,7475.8,45940518.7,0.0006878367534105499,0.3464634959958792
ARKMBNB,12329.9,10525.4,136.4625053,0.0010989010989010065,152410.53177412058
ARKMBTC,18116.100000000002,11106.4,1.71290805,0.00226159065209195,7543437.849256876
WBETHUSDT,3.6088,3.6675999999999997,5962784.086621,0.0005522767374485694,0.0022095850907148094
ACATRY,65515.0,84149.0,28680511.099,0.0014219694276573068,3.669781463680739
COMPTRY,35.359,49.442,2659842.132,0.0015766653527788726,0.020221137789691947
XECTRY,100961333.0,88021897.0,2359308.5760744,0.0033060653583690423,24228.53115986412
WLDUSDT,289036.3,246823.4,160015524.4607,0.0005275652862041097,6.34764698471225
WLDBTC,18100.1,12543.5,27.59028634,0.00048649963512518654,2282974.486882809
BNBFDUSD,30.262,20.676,288741452.59522,0.0001337981580454049,0.0013185075391467323
FDUSDUSDT,25419326.0,19538190.0,662750702.864,0.00010004502025910557,678.0420590067082
WLDTRY,3842.5,3723.2,106304615.082,0.00029651593773159416,0.24002084227785744
AMPTRY,1932202.0,3023457.0,23742806.8754,0.0008948545861297796,233.24744043795965
OGNTRY,59220.0,61733.0,5272857.152,0.0014316392269147868,16.022749728381378
BTCFDUSD,0.32172,0.14264,3886960471.200164,9.085514751335704e-05,1.3149073125947922e-06
ETHFDUSD,8.1252,23.7757,2044066496.462499,0.00010915387554140396,0.00014297784787338922
ASRTRY,909.1999999999999,1315.8,14149158.087,0.001725896289322969,0.09111391782788934
ATMTRY,2930.7000000000003,4282.7,18990543.466,0.0014210601108428098,0.2672945926527897
BARTRY,1329.8,6341.0,138204549.514,0.0012130401819560016,0.04575548180025404
JUVTRY,8250.2,8167.1,1691037.37,0.002387109608116122,4.067018691412369
PSGTRY,842.2,1445.7,32657870.435,0.0019370460048425049,0.03616672977348308
SEIBNB,24615.0,59790.0,87.1939178,0.0019409937888199232,498721.2078225821
SEIBTC,326590.3,137137.9,12.19346678,0.0053191489361701615,7149804.331529153
SEIFDUSD,17528.6,10651.6,870356.06807,0.0008646779074795287,37.44490616612374
SEITRY,8896.8,8758.4,13311721.0814,0.0011337868480726535,1.1697876108414558
SEIUSDT,533437.7000000001,531477.2,56186183.52957,0.0002883922134102062,65.72064845456262
CYBERBNB,6788.34,16266.42,15.95129613,0.0017290354452266423,835912.3305208822
CYBERBTC,1139.89,1347.33,0.68919002,0.002370069409175589,1522699.3296109487
CYBERFDUSD,3081.91,17386.68,59584.57134,0.0014673514306676463,234.1100014868377
CYBERTRY,2764.46,2848.41,22387492.926,0.0020618556701029757,0.12159655210158188
CYBERUSDT,7943.22,8660.64,4683025.78835,0.0007342143906021379,4.829026860423368
LPTTRY,172.26,480.16,3608715.884,0.002254791431792559,0.08018039637946739
UNITRY,120.67,196.77,5607816.503,0.0006829823562890257,0.08288164679034919
SOLFDUSD,191.939,360.07,441892821.63797,0.0001691904238220181,0.0073833496149726344
XRPFDUSD,15906.0,9622.0,210181907.2153,0.00036600988226687125,0.3318399361330944
DOGEFDUSD,11014.0,21761.0,331402384.79593,6.161809107142921e-05,1.605014023446088
CYBERETH,4806.13,5230.91,26.11050446,0.0022197558268590993,173174.99655844987
ARKUSDT,16862.0,55501.0,4302786.4217,0.0005113781641523344,32.887025436904594
CREAMUSDT,919.223,1082.894,2042032.62138,0.000917010545621255,1.0691839913040042
IQUSDT,300511.0,1148523.0,5657726.8371,0.000671185985636709,381.58713185706154
ARBFDUSD,17234.7,15316.1,898378.32312,0.000443229666839149,81.74733076624398
FDUSDTRY,205520.0,128609.0,170146866.77,0.00028093833403562327,6.990032776259959
SUIFDUSD,2609.8,387.0,11011255.02759,0.0005539859287574962,0.49127221796652193
NTRNUSDT,93480.2,79962.3,3338909.34826,0.0006527415143602414,79.5810494641013
NTRNBNB,221685.69999999998,203079.7,22.858685,0.0021953896816685496,8464206.917414334
FILFDUSD,1793.83,762.84,722499.03283,0.0006226003943136067,5.683659001703789
LEVERTRY,1517368.0,1696746.0,11027047.18973,0.000909008271975301,320.65218825697934
LTCFDUSD,168.403,87.949,1223910.13558,0.0008392782207301543,0.24956359059422245
ADAFDUSD,18513.9,14693.9,10607398.86458,0.0004369197160021365,7.165220542785515
TRBTRY,197.816,232.704,15868725.668,0.0005267316302343956,0.051506481181926744
ATOMFDUSD,3896.6099999999997,644.61,990377.5561,0.0003274394237065782,14.003635072886448
AVAXFDUSD,846.0,1095.27,3312628.5595,0.00088796803315063,0.6599573498003088
BCHFDUSD,38.489000000000004,34.305,1437425.0454,0.0004848484848485951,0.10444901143223526
DOTFDUSD,4543.09,1960.2,512052.15589,0.000965406275140825,13.155543787575006
LINKFDUSD,8067.41,7337.74,9064004.6565,0.0010764262648008383,1.5789250880114334
NEARFDUSD,2063.8,3001.5,1234846.2224,0.00021927420239016207,18.707026211810746
STRAXTRY,116418.0,216281.0,9007849.316,0.002673286232575777,13.816082601785336
TIABTC,14118.71,7787.62,5.30801603,0.0020811654526533955,1983036.8833683527
TIAUSDT,33068.54,25954.12,49604841.82813,0.00022575911502414398,5.270470841858154
TIATRY,5426.4400000000005,3463.31,60146149.671,0.0006339144215532344,0.23315841000140372
MEMEUSDT,25756654.0,18752752.0,16377331.25572,0.001199760047990353,2265.24024712783
MEMEFDUSD,830108.0,850326.0,79962.90046,0.0023980815347720845,8763.326167121233
MEMETRY,1043937.0,766931.0,32735011.1395,0.000673174015483115,82.17637081398708
ORDIBTC,63.32,86.11,0.85724996,0.0011767013139831627,148137.18393174018
ORDIUSDT,12656.2,8937.62,25436662.0466,0.0004254413954478435,1.995398367010833
ORDITRY,951.35,812.28,12867336.93,0.0011940298507462687,0.11478988488723751
EGLDFDUSD,192.73,99.28,287305.343,0.002605863192182355,0.3900339490031774
FETFDUSD,26275.2,14478.7,1275016.7782,0.0008357709987464371,38.24423504358441
INJETH,79.57,171.01000000000002,32.33187695,0.0012494143370295476,6203.1031421451435
OPFDUSD,6405.45,6241.67,633968.47108,0.0006080875646093718,32.80634572341873
ORDIFDUSD,101.87,114.71,99238.9974,0.002127206977238915,1.025950086835506
BEAMXUSDT,3978782.0,3521921.0,14897347.75012,0.0004857906242409324,1036.439330308058
ARKTRY,22388.1,22990.1,28943493.43,0.001435750179468827,1.0919869219117548
BEAMXTRY,130114.0,83225.0,4544949.5769,0.0008185538881308785,57.34478250863182
CAKETRY,831.25,4576.49,9089117.8887,0.002069054700633604,0.28755577502184626
DYDXFDUSD,10711.62,3530.4599999999996,446646.712271,0.0006734006734005993,47.351717182617506
PIVXUSDT,16902.0,14091.0,782732.6334,0.000776699029126128,50.97971618568318
RUNEFDUSD,1794.2,1856.5,85694.8356,0.0025999350016249617,16.38547384645427
GALAFDUSD,451368.0,355934.0,809074.79127,0.0009373535385096781,1064.495758562311
WLDFDUSD,10207.3,14530.9,2509140.4032,0.0005272871078302726,18.69803548663958
GASTRY,2791.66,1818.5900000000001,11090900.163,0.0017497812773402332,0.23756032750072725
NTRNTRY,11287.0,13214.9,2036001.598,0.003666361136571874,3.2823614831957233
VICBTC,24161.22,22134.29,0.12933489,0.005479452054794585,65325996.52730907
VICUSDT,4031.04,4719.25,498812.048494,0.000594353640416147,29.51485027165423
VICTRY,6535.41,13359.51,1666435.561,0.0025031289111388704,4.7694736754361475
BLURBTC,125326.9,104401.40000000001,0.37240408,0.004618937644341757,133554328.80864374
BLURUSDT,340270.4,341894.5,7117175.63841,0.0005018820577165207,190.97653792810218
BLURTRY,17763.2,31319.5,5425881.897,0.001409443269908356,6.418159538130607
USTCFDUSD,393227.0,152742.0,50270.55115,0.0035523978685613393,3057.262552013962
USTCTRY,74117.0,194877.0,11967128.9577,0.000831186102568458,27.042967661155938
DYDXTRY,370.1,1559.21,2923388.5102,0.0011816140848399921,0.5585214032630088
VANRYUSDT,989250.0,880121.0,6855978.4955,0.001111728738187914,245.260281315588
VANRYBTC,411320.0,201702.0,0.38373399,0.01025641025641016,155758016.1194492
AEURUSDT,5448.2,1982.6000000000001,109582.84878,0.002630609775345869,25.777248387391857
AUCTIONFDUSD,2063.49,42.99,79292.6063,0.002185792349726729,12.153902425074158
LUNCTRY,69734073.0,100993164.0,59154583.94256,0.0005773672055428018,4998.760109125094
SUPERTRY,1861.5,2457.4,2022228.054,0.0013087292239234959,1.6318987779210126
JTOUSDT,62265.5,47273.4,7542026.5028,0.0004375410194705272,33.19414959057542
JTOFDUSD,15875.4,4106.6,76590.0611,0.0013120489831618934,198.8458308376387
JTOTRY,3131.7999999999997,3493.6,9077855.45,0.0024570024570024916,0.29704568604911663
1000SATSUSDT,1745530998.0,1511266384.0,26909751.2445471,0.0007821666014861356,154732.58801419206
1000SATSFDUSD,27742464.0,6653401.0,131726.8036428,0.003125000000000076,83556.85020526453
1000SATSTRY,124357914.0,79265278.0,99825259.805071,0.0008783487044357775,2322.308046527046
SHIBFDUSD,3769358006.0,2953789705.0,2204378.15464704,0.0009808729769494756,3109379.884261307
SANDFDUSD,33430.0,24455.0,1044194.2157,0.00018742385905723736,295.77392103536243
IOTATRY,18084.9,4729.0,15893280.4092,0.0014705882352941191,0.9761013208462523
INJFDUSD,1971.18,1245.48,126876.5535,0.0005166623611468877,49.070102065794515
FIDATRY,17394.6,75769.8,34699786.7612,0.0005600672080650305,4.793834536930991
BONKUSDT,7560925428.0,7854199225.0,38055702.06852295,0.0003976933784053131,1018542.0011479174
BONKFDUSD,2530724307.0,2139192331.0,1542411.96679132,0.00039753528125614036,7616107.470514997
BONKTRY,254388124.0,475600620.0,118612128.3258355,0.0013398838767307159,4593.248096085729
ACEUSDT,34063.7,22523.0,5074877.8901,0.0006091989034419067,18.303310948863025
ACETRY,932.9,1910.9,3694601.528,0.002223552552809417,0.34616571011671937
RARETRY,57751.0,46213.0,8439657.719,0.0008709536942952862,14.143701475546631
VANRYTRY,60067.0,73158.0,11905867.879,0.0009361834919644605,11.952635928176777
NFPBTC,181687.0,138286.0,0.46313098,0.004123711340206146,167541053.9368382
NFPUSDT,209588.0,177646.0,4308796.0993,0.0004477277815087933,200.72593807365436
NFPFDUSD,137359.0,7560.0,140273.4334,0.0013419816595840863,769.8450486965735
NFPTRY,127621.0,23891.0,25489154.47,0.001255492780916483,4.734535550876694
ARBUSDC,44519.0,38057.6,2829326.28721,0.00029594554601949984,98.61935424746599
AVAXUSDC,2789.07,2469.6,6165401.9407,0.0008895478131949929,0.9588379771276664
DOTUSDC,4326.74,8723.029999999999,4432591.59682,0.00048305289429194327,6.094673572238575
INJUSDC,877.49,778.68,2748068.2775,0.000517464424320725,1.1646539320748872
OPUSDC,22171.48,18917.96,2204197.90422,0.0006088280060883482,30.618577883039478
ORDIUSDC,215.7,184.08,296451.9792,0.0008521516829995558,1.5825221719417346
AIBTC,16717.2,10448.4,1.65902251,0.0015885623510722643,10307723.431673126
AIUSDT,92985.2,17910.8,20506546.82355,0.00017251789873197444,31.346509460181785
AIBNB,43119.2,24927.1,54.2033,0.00603248259860791,208105.09337424597
AIFDUSD,5278.400000000001,5637.4,217097.04404,0.0012067925178864476,41.66477595306626
AITRY,20290.100000000002,21932.399999999998,98419528.962,0.0009689922480619948,0.4427334743374438
ICPFDUSD,4417.99,1287.04,82378.08167,0.0006255864873318974,110.70287472257003
LDOFDUSD,15142.09,11849.15,461231.87878,0.0012878300064391513,45.440696587229894
MOVRTRY,31.735999999999997,69.727,4796872.9523,0.000541418516513234,0.03906756815607452
XAIBTC,109492.9,42376.0,0.7571021,0.00995024875621902,20159532.57823459
XAIUSDT,457548.0,453189.5,13348753.32392,0.0005401026194977951,126.32119572006131
XAIFDUSD,26188.399999999998,13080.5,58796.9754,0.003237992444684239,206.2613799575402
XAITRY,133497.1,108143.4,46057949.91,0.0015163002274450018,3.4600304629582115
SKLTRY,63516.0,180174.0,2406313.682,0.002089864158829755,48.45821468424647
STXFDUSD,17896.7,13047.7,480898.2417,0.0007109847138287324,90.50417495006432
TIAFDUSD,873.61,1435.88,519260.58758,0.0009023234829685449,4.929109494769721
MANTABTC,42177.3,18573.0,6.49741979,0.0026560424966799215,3520241.6788896164
MANTAUSDT,257124.1,225468.2,19073302.8058,0.0014398848092152642,17.572224158685344
MANTAFDUSD,9355.699999999999,18284.899999999998,325453.2442,0.002881844380403461,29.47055643453927
MANTATRY,10545.800000000001,5381.1,27777710.532,0.0008087343307723241,0.7089717429128409
ENSFDUSD,876.77,412.66,110210.8691,0.0027359781121751654,4.2762267356077786
ETCFDUSD,886.85,677.8,740950.5137,0.0008392782207301543,2.516066107695364
SUIUSDC,6652.900000000001,1457.9,21820721.1938,0.00028855864954543904,1.2881323742862507
TIAUSDC,4962.46,2487.41,2257575.31224,0.001128795575121522,2.9234195631110573
CHZFDUSD,98537.0,15836.0,51122.5221,0.0026385224274405256,847.9113552968031
MANTAUSDC,48574.2,30997.6,655296.464,0.0014419610670511908,84.21080584375004
ALTBTC,1208823.0,183204.0,1.27139401,0.01005025125628131,108940804.66841379
ALTUSDT,130500.0,71566.0,12652087.64348,0.00021898609438307374,72.93139401189892
ALTBNB,186510.0,28036.0,151.229978,0.002208317997791736,642422.7631199614
ALTFDUSD,4702.0,5205.0,213788.16047,0.0013133413593082533,35.28425007298523
ALTTRY,56591.0,82969.0,26550262.453,0.0015368065160595954,3.4203689007127243
APTFDUSD,2036.3799999999999,1379.0,564929.6578,0.0012322858903265298,4.9060636695786135
BLURUSDC,16492.8,17757.1,64573.28856,0.0015064022093898807,352.099541317425
JUPUSDT,45527.799999999996,29316.2,14329548.33351,0.00013611924045462326,38.37116378010624
JUPFDUSD,34102.8,4902.5,133962.83959,0.0009524457446083719,305.7025293916239
JUPTRY,4780.3,6979.0,10924084.367,0.0007645259938839115,1.4080049076206107
ALTUSDC,27503.0,27751.0,111914.58893,0.0012052813236180244,409.62701663938105
SEIUSDC,46440.9,37201.5,1312136.09853,0.0005780346820810217,110.27922496918285
PYTHBTC,108669.9,70591.7,1.14437297,0.0030911901081916242,50675023.89540059
PYTHUSDT,422132.0,464279.4,9811852.01698,0.0003358522250209538,268.9899866949523
PYTHFDUSD,93844.4,84498.09999999999,78234.46726,0.0010068803490517434,2264.01268460583
PYTHTRY,9010.6,17939.399999999998,4173883.162,0.0009429514380009228,6.8474544903901196
RONINBTC,2352.87,1824.64,1.1634094,0.001052077853761168,3413005.993419031
RONINUSDT,39566.04,37022.88,7217136.39651,0.000570939194975799,18.587080250395974
RONINFDUSD,6492.43,1366.8,81054.73369,0.0017108639863130264,56.67429557623615
RONINTRY,6067.8099999999995,519.02,1991304.137,0.0022457491177413132,1.472914783297469
DYMUSDT,88742.3,93139.1,5699946.1875,0.0009332711152590873,34.190835086717776
DYMTRY,1303.9,2503.9,16490643.548,0.0031454783748361055,0.07340908678364937
JUPUSDC,8213.5,3153.7999999999997,764687.71984,0.0008166598611677337,18.202540055061874
PENDLEFDUSD,3807.0,4385.3,207558.2143,0.001988918880522835,19.844897110115422
PIXELBTC,263008.5,51466.7,0.45637381,0.007380073800737937,93369489.3666234
PIXELUSDT,569948.7,374528.2,13025313.31637,0.0008022462896109335,90.38480896811649
PIXELTRY,24232.3,33141.7,45590377.2801,0.000675751773848432,1.8623218918550966
STRKBTC,66766.96,69621.99,0.69849793,0.0046620046620048155,41883344.987148404
STRKUSDT,367822.31,265189.58,19566072.993329,0.00025306845501705426,127.84100745142385
STRKFDUSD,45506.71,28771.46,274895.685329,0.0015174506828527807,178.0650502804999
STRKTRY,12567.119999999999,12897.74,10508243.5954,0.0014214641080312418,1.7048071685207693
FILUSDC,2870.43,1793.69,2004986.8245,0.0010409076714895168,2.2348376703759705
HBARTRY,40446.0,22990.0,52175585.257,0.0005272871078301086,2.30579826574889
PENDLETRY,854.2,1631.0,10384189.95,0.001597444089456892,0.14981767547501168
WLDUSDC,19866.6,31678.1,3425791.8176,0.0010570824524312906,14.233581255430911
CKBTRY,273558.0,558138.0,2056875.526,0.003732950466618716,108.31893338251942
COTITRY,12911.0,66924.0,1755129.175,0.005541701302299811,8.208071494224912
LDOTRY,900.45,3359.14,9649102.7585,0.0010867596449918905,0.406206963462355
UNIUSDC,410.64,534.39,1601185.83896,0.0004868549172346825,1.2122837791650103
PORTALBTC,209441.9,177288.9,0.5053434,0.0038986354775828085,196295133.56660235
PORTALUSDT,284226.7,177346.4,8009878.75085,0.0004232804232804941,136.14019421131667
PORTALBNB,29488.9,169727.5,94.22368615,0.0011370096645821766,1859519.946195564
PORTALFDUSD,162910.1,15010.4,115970.87449,0.0012693039983075723,1208.68020698958
PORTALTRY,55229.6,22162.600000000002,25890401.247,0.001782425286673468,1.677054114602782
PDAUSDT,96333.3,107432.8,1282094.284474,0.001081665765278485,146.93284396575743
AXLBTC,61685.740000000005,63182.67,0.96367174,0.0032840722495894596,39455791.081930414
AXLUSDT,34078.07,32876.42,4231730.894466,0.0005349977708425626,29.573974341171553
AXLTRY,2790.96,6647.91,1254272.526,0.0020020020020019595,3.75892437031671
PEPEFDUSD,11364858858.0,8203040899.0,16569352.41615199,0.0006201550387595789,1904313.310845492
PIXELUSDC,131559.7,184961.9,133482.8183,0.001606425702811291,1476.1053033594385
STRKUSDC,71657.73,12093.46,203641.593984,0.0005072279989854882,810.8140770985676
UNIFDUSD,363.81,196.65,828267.8627,0.0012159040246422237,0.5565119772937401
OMTRY,1225.0,349.0,18307868.46,0.000746212969181362,0.11521370740720951
THETATRY,3216.5,4167.8,2317853.097,0.005690709916061908,0.5598310432958502
WIFBTC,42373.88,22403.6,14.49290078,0.0006542361792608177,6831784.725706524
WIFUSDT,461314.08,426542.7,120493720.50785,0.0007109847138287324,10.363781247741489
WIFFDUSD,19026.0,29443.85,1010796.09381,0.0007104795737121776,67.4926568204874
WIFTRY,7831.29,5368.49,92975906.8614,0.0005985037406484018,0.237208037664455
PEPEUSDC,11978587851.0,9567464786.0,13760307.75557006,0.0006209251785160881,2521739.948573222
SHIBUSDC,3004864337.0,2525323943.0,3724041.72370327,0.0004920049200492792,3018255.0339207235
THETAFDUSD,5469.0,1793.1000000000001,105011.6764,0.0025348542458809202,27.28171331240584
ARTRY,80.07000000000001,161.14000000000001,5142020.096,0.0005772005772004897,0.08127084632071874
METISUSDT,1082.413,874.958,3616690.53463,0.00030604437643452217,1.7683873367826244
METISTRY,53.729,107.552,1671102.004,0.0025762129669386004,0.03746264920801727
BNBJPY,12.3352,3.6763,58802731.0419,0.0016975046681378374,0.0001604070845498476
BTCJPY,0.409918,0.378149,1784357606.302335,0.000579309975539519,7.623777948820322e-07
ETHJPY,5.14511,4.54007,355563716.49684,0.0010029479956776717,2.715887928539056e-05
FLOKIFDUSD,55618055.0,78138170.0,417035.44433485,0.0003341687552213949,959787.7320736925
GRTFDUSD,48164.0,38674.0,74641.8587,0.0021516944593866793,540.6880429144733
NEARUSDC,5795.7,2980.9,2524065.7468,0.0008800880088007831,3.9509318497919796
